# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
q2_GROND-z-1_GROND-z-2 	 	 0.3160966610 	 	 0.1007540199 	 	 0.0892894280
mflux_GROND-z-1    	 	 0.0000121592 	 	 0.0058159280 	 	 0.0052515208
mflux_GROND-z-2    	 	 -0.0018311641 	 	 0.0049922793 	 	 0.0056189014
sigma_w_GROND-z-1  	 	 1070.7605182087 	 	 55.7062282128 	 	 52.9561585801
sigma_w_GROND-z-2  	 	 518.6607535379 	 	 36.3210064499 	 	 34.1080714276
GP_sigma_GROND-z-1 	 	 0.0000350823 	 	 0.0000796711 	 	 0.0000194736
GP_timescale_GROND-z-1 	 	 0.0046932036 	 	 0.0124521802 	 	 0.0029227109
GP_rho_GROND-z-1   	 	 6.0624917441 	 	 14.0533172809 	 	 4.0909754761
GP_sigma_GROND-z-2 	 	 0.0000409254 	 	 0.0000783296 	 	 0.0000237405
GP_timescale_GROND-z-2 	 	 0.0114357831 	 	 0.0276260344 	 	 0.0081973884
GP_rho_GROND-z-2   	 	 16.5438644776 	 	 29.7502213337 	 	 11.3053630098
mu_Subaru          	 	 0.4923894799 	 	 1.7309966261 	 	 1.7621869459
mu_PFS             	 	 -0.1232425791 	 	 0.8147451093 	 	 0.7931095058
sigma_w_Subaru     	 	 0.8027255137 	 	 1.5171795290 	 	 0.5436536325
sigma_w_PFS        	 	 1.1387248230 	 	 1.5340957759 	 	 0.8659787245
