# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
GP_rho_GROND-i-1   	 	 2.6578275363 	 	 1.1268514638 	 	 0.7784392107
GP_sigma_GROND-i-2 	 	 0.0002040745 	 	 0.0004916644 	 	 0.0001452242
GP_timescale_GROND-i-2 	 	 0.0313280996 	 	 0.0814942682 	 	 0.0222476953
GP_rho_GROND-i-2   	 	 1.6294620542 	 	 1.3215710720 	 	 0.7178464320
q1_GROND-z-1_GROND-z-2 	 	 0.1901145318 	 	 0.0371605814 	 	 0.0344906103
q2_GROND-z-1_GROND-z-2 	 	 0.8924549475 	 	 0.0636567104 	 	 0.0719222682
mflux_GROND-z-1    	 	 -0.0034264893 	 	 0.0078481996 	 	 0.0081802463
mflux_GROND-z-2    	 	 -0.0499730025 	 	 0.0343024494 	 	 0.0243866424
sigma_w_GROND-z-1  	 	 1051.1186492836 	 	 45.5392536028 	 	 46.9826629414
sigma_w_GROND-z-2  	 	 428.7339542326 	 	 40.1891130849 	 	 39.3964683513
GP_sigma_GROND-z-1 	 	 0.0002231000 	 	 0.0003885819 	 	 0.0001425963
GP_timescale_GROND-z-1 	 	 0.1858152853 	 	 0.3357914584 	 	 0.1162424140
GP_rho_GROND-z-1   	 	 3.7189905612 	 	 4.2436550770 	 	 2.1278303195
GP_sigma_GROND-z-2 	 	 0.0038592706 	 	 0.0042250130 	 	 0.0024852241
GP_timescale_GROND-z-2 	 	 0.0032856814 	 	 0.0058233855 	 	 0.0017107539
GP_rho_GROND-z-2   	 	 1.1013149320 	 	 0.5371218252 	 	 0.4077514988
T_p1_GROND-g-1_-627 	 	 2456212.0052460544 	 	 0.0460228520 	 	 0.0349057512
T_p1_GROND-r-1_-627 	 	 2456211.8712665383 	 	 0.0025042938 	 	 0.0027916925
T_p1_GROND-i-1_-627 	 	 2456211.8664209880 	 	 0.0006054509 	 	 0.0006221300
T_p1_GROND-z-1_-627 	 	 2456211.8663483611 	 	 0.0005786275 	 	 0.0005695084
T_p1_GROND-g-2_-614 	 	 2456273.7913248739 	 	 0.0002067881 	 	 0.0002068095
T_p1_GROND-r-2_-614 	 	 2456273.7905427814 	 	 0.0003313427 	 	 0.0003205943
T_p1_GROND-i-2_-614 	 	 2456273.7905944847 	 	 0.0002344567 	 	 0.0002401955
T_p1_GROND-z-2_-614 	 	 2456273.7907264265 	 	 0.0002613440 	 	 0.0002633822
t0_p1              	 	 2459198.5136332442 	 	 0.0002321289 	 	 0.0002300958
